quarterbeats	duration_qb	mc	mn	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
31	1.0	12	11		1/4	1/4	3/4	2	1	1/4	1/4	1		0	48	C3	3	92
31	0.5	12	11		1/4	1/4	3/4	1	1	1/8	1/8	1		-4	80	Ab5	5	87
63/2	0.5	12	11		3/8	3/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	88
32	1.0	12	11		1/2	1/2	3/4	2	1	1/4	1/4	1		-4	44	Ab2	2	93
32	0.5	12	11		1/2	1/2	3/4	1	1	1/8	1/8	1		-1	77	F5	5	89
65/2	0.5	12	11		5/8	5/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	90
33	0.5	13	12		0	0	3/4	2	1	1/8	1/8	1		-2	46	Bb2	2	99
33	0.5	13	12		0	0	3/4	1	1	1/8	1/8	1		-3	75	Eb5	5	94
67/2	0.5	13	12		1/8	1/8	3/4	2	1	1/8	1/8	1		-2	58	Bb3	3	100
67/2	0.5	13	12		1/8	1/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	95
34	0.5	13	12		1/4	1/4	3/4	2	1	1/8	1/8	1		-4	56	Ab3	3	101
34	0.5	13	12		1/4	1/4	3/4	1	1	1/8	1/8	1		0	72	C5	5	96
69/2	0.5	13	12		3/8	3/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	102
69/2	0.5	13	12		3/8	3/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	97
35	0.5	13	12		1/2	1/2	3/4	2	1	1/8	1/8	1		-1	53	F3	3	103
35	1.0	13	12		1/2	1/2	3/4	1	1	1/4	1/4	1		-2	70	Bb4	4	98
71/2	0.5	13	12		5/8	5/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	104
36	1.0	14	13		0	0	3/4	2	1	1/4	1/4	1		4	52	E3	3	111
36	0.5	14	13		0	0	3/4	1	1	1/8	1/8	1		1	79	G5	5	105
73/2	0.5	14	13		1/8	1/8	3/4	1	1	1/8	1/8	1		-1	77	F5	5	106
37	0.5	14	13		1/4	1/4	3/4	1	1	1/8	1/8	1		4	76	E5	5	107
75/2	0.5	14	13		3/8	3/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	108
38	0.5	14	13		1/2	1/2	3/4	1	1	1/8	1/8	1		-5	73	Db5	5	109
77/2	0.5	14	13		5/8	5/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	110
39	1.0	15	14		0	0	3/4	2	1	1/4	1/4	1		0	48	C3	3	118
39	0.5	15	14		0	0	3/4	1	1	1/8	1/8	1		-2	70	Bb4	4	112
79/2	0.5	15	14		1/8	1/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	113
40	1.0	15	14		1/4	1/4	3/4	2	1	1/4	1/4	1		2	50	D3	3	119
40	0.5	15	14		1/4	1/4	3/4	1	1	1/8	1/8	1		-1	77	F5	5	114
81/2	0.5	15	14		3/8	3/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	115
41	1.0	15	14		1/2	1/2	3/4	2	1	1/4	1/4	1		4	52	E3	3	120
41	0.5	15	14		1/2	1/2	3/4	1	1	1/8	1/8	1		2	74	D5	5	116
83/2	0.5	15	14		5/8	5/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	117
42	1.0	16	15		0	0	3/4	2	1	1/4	1/4	1		-1	53	F3	3	126
42	1.0	16	15		0	0	3/4	1	1	1/4	1/4	1		-4	80	Ab5	5	121
43	1.0	16	15		1/4	1/4	3/4	2	1	1/4	1/4	1		0	60	C4	4	127
43	0.5	16	15		1/4	1/4	3/4	1	1	1/8	1/8	1		1	79	G5	5	122
87/2	0.5	16	15		3/8	3/8	3/4	1	1	1/8	1/8	1		-1	77	F5	5	123
44	1.0	16	15		1/2	1/2	3/4	2	1	1/4	1/4	1		0	48	C3	3	128
44	0.5	16	15		1/2	1/2	3/4	1	1	1/8	1/8	1		1	79	G5	5	124
89/2	0.5	16	15		5/8	5/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	125
45	0.5	17	16		0	0	3/4	2	1	1/8	1/8	1		-1	53	F3	3	130
45	3.0	17	16		0	0	3/4	1	1	3/4	1/2	3/2		-1	77	F5	5	129
91/2	0.5	17	16		1/8	1/8	3/4	2	1	1/8	1/8	1		-5	61	Db4	4	131
46	0.5	17	16		1/4	1/4	3/4	2	1	1/8	1/8	1		0	60	C4	4	132
93/2	0.5	17	16		3/8	3/8	3/4	2	1	1/8	1/8	1		-2	58	Bb3	3	133
47	0.5	17	16		1/2	1/2	3/4	2	1	1/8	1/8	1		-4	56	Ab3	3	134
95/2	0.5	17	16		5/8	5/8	3/4	2	1	1/8	1/8	1		0	60	C4	4	135
48	1.0	18	17		0	0	3/4	2	1	1/4	1/4	1		-1	53	F3	3	142
48	0.5	18	17		0	0	3/4	1	1	1/8	1/8	1		-4	80	Ab5	5	136
97/2	0.5	18	17		1/8	1/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	137
49	1.0	18	17		1/4	1/4	3/4	2	1	1/4	1/4	1		-4	56	Ab3	3	143
49	0.5	18	17		1/4	1/4	3/4	1	1	1/8	1/8	1		-1	77	F5	5	138
99/2	0.5	18	17		3/8	3/8	3/4	1	1	1/8	1/8	1		-4	80	Ab5	5	139
50	1.0	18	17		1/2	1/2	3/4	2	1	1/4	1/4	1		-1	53	F3	3	144
50	0.5	18	17		1/2	1/2	3/4	1	1	1/8	1/8	1		2	74	D5	5	140
101/2	0.5	18	17		5/8	5/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	141
51	1.0	19	18		0	0	3/4	2	1	1/4	1/4	1		2	50	D3	3	151
51	0.5	19	18		0	0	3/4	1	1	1/8	1/8	1		-2	70	Bb4	4	145
103/2	0.5	19	18		1/8	1/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	146
52	1.0	19	18		1/4	1/4	3/4	2	1	1/4	1/4	1		-2	46	Bb2	2	152
52	0.5	19	18		1/4	1/4	3/4	1	1	1/8	1/8	1		-1	77	F5	5	147
105/2	0.5	19	18		3/8	3/8	3/4	1	1	1/8	1/8	1		-4	80	Ab5	5	148
53	1.0	19	18		1/2	1/2	3/4	2	1	1/4	1/4	1		2	50	D3	3	153
53	0.5	19	18		1/2	1/2	3/4	1	1	1/8	1/8	1		1	79	G5	5	149
107/2	0.5	19	18		5/8	5/8	3/4	1	1	1/8	1/8	1		-1	77	F5	5	150
54	1.0	20	19		0	0	3/4	2	1	1/4	1/4	1		-3	51	Eb3	3	160
54	0.5	20	19		0	0	3/4	1	1	1/8	1/8	1		1	79	G5	5	154
109/2	0.5	20	19		1/8	1/8	3/4	1	1	1/8	1/8	1		-1	77	F5	5	155
55	1.0	20	19		1/4	1/4	3/4	2	1	1/4	1/4	1		1	55	G3	3	161
55	0.5	20	19		1/4	1/4	3/4	1	1	1/8	1/8	1		-3	75	Eb5	5	156
111/2	0.5	20	19		3/8	3/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	157
56	1.0	20	19		1/2	1/2	3/4	2	1	1/4	1/4	1		-3	51	Eb3	3	162
56	0.5	20	19		1/2	1/2	3/4	1	1	1/8	1/8	1		0	72	C5	5	158
113/2	0.5	20	19		5/8	5/8	3/4	1	1	1/8	1/8	1		-2	70	Bb4	4	159
57	1.0	21	20		0	0	3/4	2	1	1/4	1/4	1		0	48	C3	3	169
57	0.5	21	20		0	0	3/4	1	1	1/8	1/8	1		-4	68	Ab4	4	163
115/2	0.5	21	20		1/8	1/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	164
58	1.0	21	20		1/4	1/4	3/4	2	1	1/4	1/4	1		-4	44	Ab2	2	170
58	0.5	21	20		1/4	1/4	3/4	1	1	1/8	1/8	1		-3	75	Eb5	5	165
117/2	0.5	21	20		3/8	3/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	166
59	1.0	21	20		1/2	1/2	3/4	2	1	1/4	1/4	1		0	48	C3	3	171
59	0.5	21	20		1/2	1/2	3/4	1	1	1/8	1/8	1		-1	77	F5	5	167
119/2	0.5	21	20		5/8	5/8	3/4	1	1	1/8	1/8	1		-3	75	Eb5	5	168
60	1.0	22	21		0	0	3/4	2	1	1/4	1/4	1		2	50	D3	3	178
60	0.5	22	21		0	0	3/4	1	1	1/8	1/8	1		-1	77	F5	5	172
121/2	0.5	22	21		1/8	1/8	3/4	1	1	1/8	1/8	1		-3	75	Eb5	5	173
61	1.0	22	21		1/4	1/4	3/4	2	1	1/4	1/4	1		-1	53	F3	3	179
61	0.5	22	21		1/4	1/4	3/4	1	1	1/8	1/8	1		2	74	D5	5	174
123/2	0.5	22	21		3/8	3/8	3/4	1	1	1/8	1/8	1		-1	77	F5	5	175
62	1.0	22	21		1/2	1/2	3/4	2	1	1/4	1/4	1		2	50	D3	3	180
62	0.5	22	21		1/2	1/2	3/4	1	1	1/8	1/8	1		5	71	B4	4	176
125/2	0.5	22	21		5/8	5/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	177
63	1.0	23	22		0	0	3/4	2	1	1/4	1/4	1		5	47	B2	2	187
63	0.5	23	22		0	0	3/4	1	1	1/8	1/8	1		1	67	G4	4	181
127/2	0.5	23	22		1/8	1/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	182
64	1.0	23	22		1/4	1/4	3/4	2	1	1/4	1/4	1		1	43	G2	2	188
64	0.5	23	22		1/4	1/4	3/4	1	1	1/8	1/8	1		2	74	D5	5	183
129/2	0.5	23	22		3/8	3/8	3/4	1	1	1/8	1/8	1		-1	77	F5	5	184
65	1.0	23	22		1/2	1/2	3/4	2	1	1/4	1/4	1		5	47	B2	2	189
65	0.5	23	22		1/2	1/2	3/4	1	1	1/8	1/8	1		-3	75	Eb5	5	185
131/2	0.5	23	22		5/8	5/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	186
66	1.0	24	23		0	0	3/4	2	1	1/4	1/4	1		0	48	C3	3	196
66	0.5	24	23		0	0	3/4	1	1	1/8	1/8	1		-3	75	Eb5	5	190
133/2	0.5	24	23		1/8	1/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	191
67	1.0	24	23		1/4	1/4	3/4	2	1	1/4	1/4	1		-4	56	Ab3	3	197
67	0.5	24	23		1/4	1/4	3/4	1	1	1/8	1/8	1		-1	65	F4	4	192
135/2	0.5	24	23		3/8	3/8	3/4	1	1	1/8	1/8	1		-3	75	Eb5	5	193
68	1.0	24	23		1/2	1/2	3/4	2	1	1/4	1/4	1		-1	53	F3	3	198
68	0.5	24	23		1/2	1/2	3/4	1	1	1/8	1/8	1		2	74	D5	5	194
137/2	0.5	24	23		5/8	5/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	195
69	1.0	25	24		0	0	3/4	2	1	1/4	1/4	1		1	55	G3	3	205
69	0.5	25	24		0	0	3/4	1	1	1/8	1/8	1		5	71	B4	4	199
139/2	0.5	25	24		1/8	1/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	200
70	1.0	25	24		1/4	1/4	3/4	2	1	1/4	1/4	1		1	43	G2	2	206
70	0.5	25	24		1/4	1/4	3/4	1	1	1/8	1/8	1		0	72	C5	5	201
141/2	0.5	25	24		3/8	3/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	202
71	0.5	25	24		1/2	1/2	3/4	1	1	1/8	1/8	1		3	69	A4	4	203
143/2	0.5	25	24		5/8	5/8	3/4	1	1	1/8	1/8	1		1	67	G4	4	204
72	0.5	26	25		0	0	3/4	2	1	1/8	1/8	1		2	50	D3	3	208
72	3.0	26	25		0	0	3/4	1	1	3/4	1/2	3/2	1	-1	77	F5	5	207
145/2	0.5	26	25		1/8	1/8	3/4	2	1	1/8	1/8	1		-4	56	Ab3	3	209
73	0.5	26	25		1/4	1/4	3/4	2	1	1/8	1/8	1		1	55	G3	3	210
147/2	0.5	26	25		3/8	3/8	3/4	2	1	1/8	1/8	1		-1	53	F3	3	211
74	0.5	26	25		1/2	1/2	3/4	2	1	1/8	1/8	1		4	52	E3	3	212
149/2	0.5	26	25		5/8	5/8	3/4	2	1	1/8	1/8	1		-1	53	F3	3	213
75	0.5	27	26		0	0	3/4	2	1	1/8	1/8	1		0	48	C3	3	215
75	3.0	27	26		0	0	3/4	1	1	3/4	1/2	3/2	0	-1	77	F5	5	214
151/2	0.5	27	26		1/8	1/8	3/4	2	1	1/8	1/8	1		-4	56	Ab3	3	216
76	0.5	27	26		1/4	1/4	3/4	2	1	1/8	1/8	1		1	55	G3	3	217
153/2	0.5	27	26		3/8	3/8	3/4	2	1	1/8	1/8	1		-1	53	F3	3	218
77	0.5	27	26		1/2	1/2	3/4	2	1	1/8	1/8	1		4	52	E3	3	219
155/2	0.5	27	26		5/8	5/8	3/4	2	1	1/8	1/8	1		-1	53	F3	3	220
78	1.0	28	27		0	0	3/4	2	1	1/4	1/4	1		5	47	B2	2	227
78	0.5	28	27		0	0	3/4	1	1	1/8	1/8	1	-1	-1	77	F5	5	221
157/2	0.5	28	27		1/8	1/8	3/4	1	1	1/8	1/8	1		-4	80	Ab5	5	222
79	1.0	28	27		1/4	1/4	3/4	2	1	1/4	1/4	1		0	48	C3	3	228
79	0.5	28	27		1/4	1/4	3/4	1	1	1/8	1/8	1		1	79	G5	5	223
159/2	0.5	28	27		3/8	3/8	3/4	1	1	1/8	1/8	1		-1	77	F5	5	224
80	1.0	28	27		1/2	1/2	3/4	2	1	1/4	1/4	1		2	50	D3	3	229
80	0.5	28	27		1/2	1/2	3/4	1	1	1/8	1/8	1		4	76	E5	5	225
161/2	0.5	28	27		5/8	5/8	3/4	1	1	1/8	1/8	1		-1	77	F5	5	226
81	1.0	29	28		0	0	3/4	2	1	1/4	1/4	1		1	43	G2	2	236
81	0.5	29	28		0	0	3/4	1	1	1/8	1/8	1		5	83	B5	5	230
163/2	0.5	29	28		1/8	1/8	3/4	1	1	1/8	1/8	1		-4	80	Ab5	5	231
82	1.0	29	28		1/4	1/4	3/4	2	1	1/4	1/4	1		3	45	A2	2	237
82	0.5	29	28		1/4	1/4	3/4	1	1	1/8	1/8	1		1	79	G5	5	232
165/2	0.5	29	28		3/8	3/8	3/4	1	1	1/8	1/8	1		-1	77	F5	5	233
83	1.0	29	28		1/2	1/2	3/4	2	1	1/4	1/4	1		5	47	B2	2	238
83	0.5	29	28		1/2	1/2	3/4	1	1	1/8	1/8	1		-3	75	Eb5	5	234
167/2	0.5	29	28		5/8	5/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	235
84	2.0	30	29		0	0	3/4	2	1	1/2	1/2	1		0	48	C3	3	245
84	0.5	30	29		0	0	3/4	1	1	1/8	1/8	1		-3	75	Eb5	5	239
169/2	0.5	30	29		1/8	1/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	240
85	0.5	30	29		1/4	1/4	3/4	1	1	1/8	1/8	1		0	72	C5	5	241
171/2	0.5	30	29		3/8	3/8	3/4	1	1	1/8	1/8	1		-3	75	Eb5	5	242
86	0.5	30	29		1/2	1/2	3/4	1	1	1/8	1/8	1		-4	68	Ab4	4	243
173/2	0.5	30	29		5/8	5/8	3/4	1	1	1/8	1/8	1		1	67	G4	4	244
87	2.0	31	30		0	0	3/4	2	1	1/2	1/2	1		2	50	D3	3	252
87	0.5	31	30		0	0	3/4	1	1	1/8	1/8	1		-1	65	F4	4	246
175/2	0.5	31	30		1/8	1/8	3/4	1	1	1/8	1/8	1		-3	75	Eb5	5	247
88	0.5	31	30		1/4	1/4	3/4	1	1	1/8	1/8	1		2	74	D5	5	248
177/2	0.5	31	30		3/8	3/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	249
89	0.5	31	30		1/2	1/2	3/4	1	1	1/8	1/8	1		5	71	B4	4	250
179/2	0.5	31	30		5/8	5/8	3/4	1	1	1/8	1/8	1		-4	80	Ab5	5	251
90	1.0	32	31		0	0	3/4	2	1	1/4	1/4	1		-3	51	Eb3	3	258
90	1.0	32	31		0	0	3/4	1	1	1/4	1/4	1		1	79	G5	5	253
91	1.0	32	31		1/4	1/4	3/4	2	1	1/4	1/4	1		-1	53	F3	3	259
91	0.5	32	31		1/4	1/4	3/4	1	1	1/8	1/8	1		-1	77	F5	5	254
183/2	0.5	32	31		3/8	3/8	3/4	1	1	1/8	1/8	1		-3	75	Eb5	5	255
92	1.0	32	31		1/2	1/2	3/4	2	1	1/4	1/4	1		1	55	G3	3	260
92	0.5	32	31		1/2	1/2	3/4	1	1	1/8	1/8	1		2	74	D5	5	256
185/2	0.5	32	31		5/8	5/8	3/4	1	1	1/8	1/8	1		-3	75	Eb5	5	257
93	3.0	33	32		0	0	3/4	2	1	3/4	1/2	3/2		0	48	C3	3	262
93	3.0	33	32		0	0	3/4	1	1	3/4	1/2	3/2		0	72	C5	5	261
