mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
26	24	193/2	193/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	296						
26	24	93	93	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	297						
26	24	187/2	187/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	298						
26	24	94	94	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	299						
26	24	189/2	189/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	300						
26	24	95	95	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	301						
26	24	191/2	191/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	302						
26	24	96	96	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	303						
26	24	193/2	193/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	304						
27	25	97	97	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	305						
27	25	98	98	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	306						
27	25	197/2	197/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	307						
27	25	99	99	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	308						
27	25	100	100	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	309						
27	25	201/2	201/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	310						
27	25	97	97	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	311						
27	25	195/2	195/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	312						
27	25	98	98	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	313						
27	25	197/2	197/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	314						
27	25	99	99	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	315						
27	25	199/2	199/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	316						
27	25	100	100	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	317						
27	25	201/2	201/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	318						
28	26	101	101	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	319						
28	26	203/2	203/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	320						
28	26	102	102	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	321						
28	26	205/2	205/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	322						
28	26	103	103	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	323						
28	26	104	104	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	324						
28	26	209/2	209/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	325						
28	26	101	101	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	326						
28	26	203/2	203/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	327						
28	26	102	102	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	328						
28	26	205/2	205/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	329						
28	26	103	103	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	330						
28	26	207/2	207/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	331						
28	26	104	104	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	332						
28	26	209/2	209/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	333						
29	27	105	105	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	334						
29	27	106	106	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	335						
29	27	213/2	213/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	336						
29	27	107	107	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	337						
29	27	108	108	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	338						
29	27	217/2	217/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	339						
29	27	105	105	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	340						
29	27	211/2	211/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	341						
29	27	106	106	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	342						
29	27	213/2	213/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	343						
29	27	107	107	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	344						
29	27	215/2	215/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	345						
29	27	108	108	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	346						
30	28	109	109	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	347						
30	28	110	110	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	348						
30	28	221/2	221/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	349						
30	28	111	111	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	350						
30	28	112	112	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	351						
30	28	225/2	225/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	352						
30	28	109	109	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	353						
30	28	219/2	219/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	354						
30	28	110	110	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	355						
30	28	221/2	221/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	356						
30	28	111	111	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	357						
30	28	223/2	223/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	358						
30	28	112	112	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	359						
30	28	225/2	225/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	360						
31	29	113	113	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	361						
31	29	227/2	227/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	362						
31	29	114	114	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	363						
31	29	115	115	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	364						
31	29	116	116	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	365						
31	29	233/2	233/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	366						
31	29	113	113	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	367						
31	29	227/2	227/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	368						
31	29	114	114	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	369						
31	29	229/2	229/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	370						
31	29	115	115	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	371						
31	29	116	116	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	372						
32	30		117	3.0	1	0	0	Chord	2/2	1	1	3/4	1/2	3/2	373						
32	30		117	1.0	1	0	0	Chord	2/2	2	1	1/4	1/4	1	374						
32	30		118	0.5	1	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	375						
32	30		237/2	0.5	1	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	376						
32	30		119	1.0	1	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	377						
33	30	117	120	3.0	2	0	0	Chord	2/2	1	1	3/4	1/2	3/2	378						
33	30	117	120	3.0	2	0	0	Chord	2/2	2	1	3/4	1/2	3/2	379						
