mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
4	4	55/4	55/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	53							
4	4	14	14	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	54							
4	4	29/2	29/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	55							
4	4	117/8	117/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	56							
4	4	59/4	59/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	57							
4	4	119/8	119/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	58							
4	4	15	15	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	59							
4	4	63/4	63/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	60							
4	4	12	12	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	61							
4	4	55/4	55/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	62							
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	63							
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	64							
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	65							
4	4	55/4	55/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	66							
4	4	14	14	0.75	1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	67							
4	4	59/4	59/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	68							
4	4	15	15	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	69							
4	4	63/4	63/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	70							
5	5	16	16	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	71							
5	5	67/4	67/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	72							
5	5	135/8	135/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	73							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	74							
5	5	18	18	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	75							
5	5	75/4	75/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	76							
5	5	151/8	151/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	77							
5	5	19	19	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	78							
5	5	79/4	79/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	79							
5	5	16	16	0.75	0	0	Chord	4/4	1	2	3/16	1/8	3/2	80							
5	5	67/4	67/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	81							
5	5	17	17	0.75	1/4	1/4	Chord	4/4	1	2	3/16	1/8	3/2	82							
5	5	71/4	71/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	83							
5	5	18	18	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	84							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	85							
5	5	16	16	0.75	0	0	Chord	4/4	2	1	3/16	1/8	3/2	86							
5	5	67/4	67/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	87							
5	5	17	17	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	88							
5	5	71/4	71/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32	1/32	1	89							
5	5	143/8	143/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32	1/32	1	90							
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	91							
6	6	20	20	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	92							
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	93							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	94							
6	6	22	22	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	95							
6	6	91/4	91/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	96							
6	6	183/8	183/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	97							
6	6	23	23	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	98							
6	6	95/4	95/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	99							
6	6	20	20	0.75	0	0	Chord	4/4	1	2	3/16	1/8	3/2	100							
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	101							
6	6	21	21	0.75	1/4	1/4	Chord	4/4	1	2	3/16	1/8	3/2	102							
6	6	87/4	87/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	103							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	104							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	105							
6	6	83/4	83/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32	1/32	1	106							
6	6	167/8	167/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32	1/32	1	107							
6	6	21	21	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	108							
6	6	87/4	87/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32	1/32	1	109							
6	6	175/8	175/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32	1/32	1	110							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	111							
7	7	24	24	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	112							
7	7	99/4	99/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	113							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	114							
7	7	26	26	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	115							
7	7	107/4	107/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	116							
7	7	215/8	215/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	117							
7	7	27	27	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	118							
7	7	111/4	111/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	119							
7	7	24	24	0.75	0	0	Chord	4/4	1	2	3/16	1/8	3/2	120							
7	7	99/4	99/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	121							
7	7	25	25	0.75	1/4	1/4	Chord	4/4	1	2	3/16	1/8	3/2	122							
7	7	103/4	103/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	123							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	124							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	125							
7	7	99/4	99/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32	1/32	1	126							
7	7	199/8	199/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32	1/32	1	127							
7	7	25	25	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	128							
7	7	103/4	103/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32	1/32	1	129							
7	7	207/8	207/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32	1/32	1	130							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	131							
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	132							
8	8	30	30	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	133							
8	8	123/4	123/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	134							
8	8	31	31	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	135							
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	136							
8	8	28	28	0.75	0	0	Chord	4/4	1	2	3/16	1/8	3/2	137							
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	138							
8	8	29	29	0.75	1/4	1/4	Chord	4/4	1	2	3/16	1/8	3/2	139							
8	8	119/4	119/4	0.125	7/16	7/16	Chord	4/4	1	2	1/32	1/32	1	140							
8	8	239/8	239/8	0.125	15/32	15/32	Chord	4/4	1	2	1/32	1/32	1	141							
8	8	30	30	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	142							
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	143							
8	8	29	29	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	144							
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	145							
8	8	30	30	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	146							
8	8	61/2	61/2	0.125	5/8	5/8	Chord	4/4	2	1	1/32	1/32	1	147							
8	8	245/8	245/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32	1/32	1	148							
8	8	123/4	123/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32	1/32	1	149							
8	8	247/8	247/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32	1/32	1	150							
8	8	31	31	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	151							
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	152							
9	9	32	32	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	153							
9	9	65/2	65/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32	1/32	1	154							
9	9	261/8	261/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32	1/32	1	155							
9	9	131/4	131/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	156							
9	9	263/8	263/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	157							
9	9	33	33	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	158							
9	9	135/4	135/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	159							
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	160							
9	9	131/4	131/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	161							
9	9	33	33	0.75	1/4	1/4	Chord	4/4	1	2	3/16	1/8	3/2	162							
9	9	135/4	135/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	163							
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	164							
9	9	69/2	69/2	0.125	5/8	5/8	Chord	4/4	1	2	1/32	1/32	1	165							
9	9	277/8	277/8	0.125	21/32	21/32	Chord	4/4	1	2	1/32	1/32	1	166							
9	9	139/4	139/4	0.125	11/16	11/16	Chord	4/4	1	2	1/32	1/32	1	167							
9	9	279/8	279/8	0.125	23/32	23/32	Chord	4/4	1	2	1/32	1/32	1	168							
9	9	35	35	0.75	3/4	3/4	Chord	4/4	1	2	3/16	1/8	3/2	169							
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	170							
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	171							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	172							
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	173							
9	9	35	35	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	174							
9	9	143/4	143/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32	1/32	1	175							
9	9	287/8	287/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32	1/32	1	176							
10	10	36	36	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	177							
10	10	147/4	147/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	178							
10	10	37	37	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	179							
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	180							
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	181							
10	10	77/2	77/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	182							
10	10	309/8	309/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	183							
10	10	155/4	155/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	184							
10	10	311/8	311/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	185							
10	10	39	39	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	186							
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	187							
10	10	36	36	0.75	0	0	Chord	4/4	1	2	3/16	1/8	3/2	188							
10	10	147/4	147/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	189							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	190							
10	10	38	38	0.75	1/2	1/2	Chord	4/4	1	2	3/16	1/8	3/2	191							
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	192							
10	10	39	39	0.75	3/4	3/4	Chord	4/4	1	2	3/16	1/8	3/2	193							
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	194							
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	195							
10	10	37	37	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	196							
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	197							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	198							
11	11	40	40	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	199							
11	11	163/4	163/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	200							
11	11	327/8	327/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	201							
11	11	41	41	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	202							
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	203							
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	204							
11	11	85/2	85/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	205							
11	11	341/8	341/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	206							
11	11	171/4	171/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	207							
11	11	343/8	343/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	208							
11	11	43	43	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	209							
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	210							
11	11	40	40	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	211							
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	212							
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	213							
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	214							
11	11	40	40	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	215							
11	11	161/4	161/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	216							
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	217							
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	218							
11	11	41	41	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	219							
11	11	165/4	165/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	220							
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	221							
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	222							
11	11	42	42	0.75	1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	223							
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	224							
11	11	43	43	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	225							
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	226							
12	12	44	44	4.0	0	0	Chord	4/4	1	1	1	1	1	227							
12	12	357/8	357/8	0.125	5/32	5/32	Chord	4/4	1	2	1/32	1/32	1	228							
12	12	179/4	179/4	0.125	3/16	3/16	Chord	4/4	1	2	1/32	1/32	1	229							
12	12	359/8	359/8	0.125	7/32	7/32	Chord	4/4	1	2	1/32	1/32	1	230							
12	12	45	45	0.75	1/4	1/4	Chord	4/4	1	2	3/16	1/8	3/2	231							
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	232							
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	233							
12	12	93/2	93/2	0.125	5/8	5/8	Chord	4/4	1	2	1/32	1/32	1	234							
12	12	373/8	373/8	0.125	21/32	21/32	Chord	4/4	1	2	1/32	1/32	1	235							
12	12	187/4	187/4	0.125	11/16	11/16	Chord	4/4	1	2	1/32	1/32	1	236							
12	12	375/8	375/8	0.125	23/32	23/32	Chord	4/4	1	2	1/32	1/32	1	237							
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	238							
12	12	179/4	179/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	239							
12	12	45	45	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	240							
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	241							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	242							
12	12	44	44	4.0	0	0	Chord	4/4	2	2	1	1	1	243							
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	244							
13	13	49	49	0.75	1/4	1/4	Chord	4/4	1	2	3/16	1/8	3/2	245							
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	246							
13	13	50	50	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	247							
13	13	101/2	101/2	0.125	5/8	5/8	Chord	4/4	1	2	1/32	1/32	1	248							
13	13	405/8	405/8	0.125	21/32	21/32	Chord	4/4	1	2	1/32	1/32	1	249							
13	13	203/4	203/4	0.125	11/16	11/16	Chord	4/4	1	2	1/32	1/32	1	250							
13	13	407/8	407/8	0.125	23/32	23/32	Chord	4/4	1	2	1/32	1/32	1	251							
13	13	51	51	0.75	3/4	3/4	Chord	4/4	1	2	3/16	1/8	3/2	252							
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	253							
14	14	52	52	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	254							
14	14	53	53	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	255							
14	14	107/2	107/2	0.125	3/8	3/8	Chord	4/4	1	2	1/32	1/32	1	256							
14	14	429/8	429/8	0.125	13/32	13/32	Chord	4/4	1	2	1/32	1/32	1	257							
14	14	215/4	215/4	0.125	7/16	7/16	Chord	4/4	1	2	1/32	1/32	1	258							
14	14	431/8	431/8	0.125	15/32	15/32	Chord	4/4	1	2	1/32	1/32	1	259							
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	260							
14	14	55	55	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	261							
14	14	111/2	111/2	0.125	7/8	7/8	Chord	4/4	1	2	1/32	1/32	1	262							
14	14	445/8	445/8	0.125	29/32	29/32	Chord	4/4	1	2	1/32	1/32	1	263							
14	14	223/4	223/4	0.125	15/16	15/16	Chord	4/4	1	2	1/32	1/32	1	264							
14	14	447/8	447/8	0.125	31/32	31/32	Chord	4/4	1	2	1/32	1/32	1	265							
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	266							
14	14	53	53	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	267							
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	268							
14	14	54	54	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	269							
14	14	109/2	109/2	0.125	5/8	5/8	Chord	4/4	2	1	1/32	1/32	1	270							
14	14	437/8	437/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32	1/32	1	271							
14	14	219/4	219/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32	1/32	1	272							
14	14	439/8	439/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32	1/32	1	273							
14	14	55	55	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	274							
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	275							
15	15	227/4	227/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	276							
15	15	57	57	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	277							
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	278							
15	15	58	58	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	279							
15	15	117/2	117/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	280							
15	15	469/8	469/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	281							
15	15	235/4	235/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	282							
15	15	471/8	471/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	283							
15	15	59	59	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	284							
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	285							
15	15	56	56	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	286							
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	287							
