mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
21	20	1/4	1/4	3/4	2	1	VIM7						c	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4.0	-4.0	0	3	0.0	0.0	0.5	0.0
21	20	1/2	1/2	3/4	2	1	i						c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	1	2	0.3333333333333333	0.125	0.375	0.25
22	21	0	0	3/4	2	1	iio						c	i		iio	ii	o						o	1	1	2, -1, -4		2.0	2.0	1	2	0.3333333333333333	0.125	0.375	0.25
22	21	1/4	1/4	3/4	2	1	iio6						c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2.0	-1.0	0	3	0.0	0.0	0.5	0.0
22	21	1/2	1/2	3/4	2	1	#vii%65						c	i		#vii%65	#vii	%	65					%7	1	1	2, -1, 3, 5		5.0	2.0	0	3	0.0	0.0	0.5	0.0
23	22	0	0	3/4	2	1	V6						c	i		V6	V		6					M	1	1	5, 2, 1		1.0	5.0	0	3	0.0	0.0	0.5	0.0
23	22	1/4	1/4	3/4	2	1	V7						c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	3	0.0	0.0	0.5	0.0
23	22	1/2	1/2	3/4	2	1	#viio						c	i		#viio	#vii	o						o	1	1	5, 2, -1		5.0	5.0	1	2	0.3333333333333333	0.125	0.375	0.25
24	23	0	0	3/4	2	1	i						c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	0	3	0.0	0.0	0.5	0.0
24	23	1/4	1/4	3/4	2	1	iv65						c	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1.0	-4.0	0	3	0.0	0.0	0.5	0.0
24	23	1/2	1/2	3/4	2	1	ii%65						c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2.0	-1.0	0	3	0.0	0.0	0.5	0.0
25	24	0	0	3/4	2	1	V|HC}						c	i		V	V					HC	}	M	1	1	1, 5, 2		1.0	1.0	3	5	0.375	0.375	0.875	0.3
26	25	0	0	3/4	2	1	iio{	0	-6	/			c	i		iio	ii	o					{	o	1	1	2, -1, -4		2.0	2.0	0	3	0.0	0.0	1.0	0.0
26	25	1/4	1/4	3/4	2	1	iv						c	i		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	2	2	0.5	0.25	0.25	0.5
27	26	0	0	3/4	2	1	iv64						c	i		iv64	iv		64					m	1	1	0, -1, -4		-1.0	0.0	0	3	0.0	0.0	1.0	0.0
27	26	1/4	1/4	3/4	2	1	iv						c	i		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	2	2	0.5	0.25	0.25	0.5
28	27	0	0	3/4	2	1	#viio7						c	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5.0	5.0	0	3	0.0	0.0	0.5	0.0
28	27	1/4	1/4	3/4	2	1	i						c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	1	2	0.3333333333333333	0.125	0.375	0.25
28	27	1/2	1/2	3/4	2	1	iio						c	i		iio	ii	o						o	1	1	2, -1, -4		2.0	2.0	1	2	0.3333333333333333	0.125	0.375	0.25
29	28	0	0	3/4	2	1	V						c	i		V	V							M	1	1	1, 5, 2		1.0	1.0	1	2	0.3333333333333333	0.125	0.375	0.25
29	28	1/4	1/4	3/4	2	1	IV6						c	i		IV6	IV		6					M	1	1	3, 0, -1		-1.0	3.0	1	2	0.3333333333333333	0.125	0.375	0.25
29	28	1/2	1/2	3/4	2	1	#viio	-1.4	-6	/			c	i		#viio	#vii	o						o	1	1	5, 2, -1		5.0	5.0	1	2	0.3333333333333333	0.125	0.375	0.25
30	29	0	0	3/4	2	1	i						c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	2	5	0.2857142857142857	0.25	1.0	0.2
31	30	0	0	3/4	2	1	#viio65	0	-6.4	/			c	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5.0	2.0	2	5	0.2857142857142857	0.25	1.0	0.2
32	31	0	0	3/4	2	1	i6						c	i		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	2	0.0	0.0	0.5	0.0
32	31	1/4	1/4	3/4	2	1	iv7						c	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1.0	-1.0	0	3	0.0	0.0	0.5	0.0
32	31	1/2	1/2	3/4	2	1	V						c	i		V	V							M	1	1	1, 5, 2		1.0	1.0	1	2	0.3333333333333333	0.125	0.375	0.25
33	32	0	0	3/4	2	1	i|PAC}						c	i		i	i					PAC	}	m	1	1	0, -3, 1		0.0	0.0	0	2	0.0	0.0	1.5	0.0
